Table1
title=_t	_x	_y	t	x	y	v_x	v_y	a_x	a_y	
837	138	141	27,621	8,19	5,48	0,00	16,82	0,00	-206,61	
838	138	140	27,654	8,19	5,55	0,00	2,12	16,07	-238,75	
839	138	139	27,687	8,19	5,62	1,06	1,06	0,00	-32,14	
840	139	139	27,720	8,26	5,62	0,00	0,00	-32,14	-32,14	
841	138	139	27,753	8,19	5,62	-1,06	-1,06	0,00	-32,14	
842	138	140	27,786	8,19	5,55	0,00	-2,12	16,07	0,00	
843	138	141	27,819	8,19	5,48	0,00	-1,06			
844	138	141	27,852	8,19	5,48					
										
846	137	158	27,918	8,12	4,30					
847	137	160	27,951	8,12	4,16	0,00	-4,24			
848	137	162	27,984	8,12	4,02	0,00	-4,09	-16,07	18,37	
849	137	164	28,017	8,12	3,89	-1,06	-3,03	-16,07	29,84	
850	136	165	28,050	8,05	3,82	-1,06	-2,12	16,07	29,84	
851	136	166	28,083	8,05	3,75	0,00	-1,06	16,07	32,14	
852	136	166	28,116	8,05	3,75	0,00	0,00	0,00	48,21	
853	136	166	28,149	8,05	3,75	0,00	2,12	0,00	48,21	
854	136	164	28,182	8,05	3,89	0,00	3,18	16,07	13,77	
855	136	163	28,215	8,05	3,96	1,06	3,03	0,00	-2,30	
856	137	161	28,248	8,12	4,09	0,00	3,03	-32,14	2,30	
857	136	160	28,281	8,05	4,16	-1,06	3,18			
858	136	158	28,314	8,05	4,30					
										
860	138	156	28,380	8,19	4,44					
861	138	141	28,413	8,19	5,48	0,00	16,82			
862	138	140	28,446	8,19	5,55	0,00	1,06	0,00	-254,82	
863	138	140	28,479	8,19	5,55	0,00	0,00	0,00	-16,07	
864	138	140	28,512	8,19	5,55	0,00	0,00	0,00	0,00	
865	138	140	28,545	8,19	5,55	0,00	0,00	-16,07	-16,07	
866	138	140	28,578	8,19	5,55	-1,06	-1,06	0,00	-32,14	
867	137	141	28,611	8,12	5,48	0,00	-2,12			
868	138	142	28,644	8,19	5,41					
										
870	136	159	28,710	8,05	4,23					
871	137	160	28,743	8,12	4,16	1,06	-3,18			
872	137	162	28,776	8,12	4,02	0,00	-3,03	-16,07	34,44	
873	137	163	28,809	8,12	3,96	0,00	-0,91	-16,07	29,84	
874	137	163	28,842	8,12	3,96	-1,06	-1,06	0,00	-18,37	
875	136	164	28,875	8,05	3,89	0,00	-2,12	16,07	0,00	
876	137	165	28,908	8,12	3,82	0,00	-1,06	-16,07	32,14	
877	136	165	28,941	8,05	3,82	-1,06	0,00	16,07	32,14	
878	136	165	28,974	8,05	3,82	1,06	1,06	32,14	45,91	
879	137	164	29,007	8,12	3,89	1,06	3,03	-16,07	29,84	
880	137	162	29,040	8,12	4,02	0,00	3,03	-16,07	2,30	
881	137	161	29,073	8,12	4,09	0,00	3,18	0,00	2,30	
882	137	159	29,106	8,12	4,23	0,00	3,18			
883	137	158	29,139	8,12	4,30					
										
885	138	141	29,205	8,19	5,48					
886	138	141	29,238	8,19	5,48	0,00	0,00			
887	138	141	29,271	8,19	5,48	0,00	1,06	0,00	16,07	
888	138	140	29,304	8,19	5,55	0,00	1,06	0,00	-16,07	
889	138	140	29,337	8,19	5,55	0,00	0,00	-16,07	-32,14	
890	138	140	29,370	8,19	5,55	-1,06	-1,06	-16,07	-16,07	
891	137	141	29,403	8,12	5,48	-1,06	-1,06			
892	137	141	29,436	8,12	5,48					
										
894	132	156	29,502	7,77	4,44					
895	137	159	29,535	8,12	4,23	5,30	-4,24			
896	137	160	29,568	8,12	4,16	0,00	-3,18	-96,42	18,37	
897	137	162	29,601	8,12	4,02	-1,06	-3,03	-16,07	18,37	
898	136	163	29,634	8,05	3,96	-1,06	-1,97	16,07	13,77	
899	136	164	29,667	8,05	3,89	0,00	-2,12	16,07	29,84	
900	136	165	29,700	8,05	3,82	0,00	0,00	0,00	48,21	
901	136	164	29,733	8,05	3,89	0,00	1,06	0,00	16,07	
902	136	164	29,766	8,05	3,89	0,00	1,06	16,07	13,77	
903	136	163	29,799	8,05	3,96	1,06	1,97	16,07	-2,30	
904	137	162	29,832	8,12	4,02	1,06	0,91	-32,14	2,30	
905	137	162	29,865	8,12	4,02	-1,06	2,12	-32,14	50,51	
906	136	160	29,898	8,05	4,16	-1,06	4,24			
907	136	158	29,931	8,05	4,30					
										
909	138	142	29,997	8,19	5,41					
910	137	141	30,030	8,12	5,48	0,00	1,06			
911	138	141	30,063	8,19	5,48	1,06	0,00	0,00	0,00	
912	138	141	30,096	8,19	5,48	0,00	1,06	-16,07	0,00	
913	138	140	30,129	8,19	5,55	0,00	0,00	0,00	-32,14	
914	138	141	30,162	8,19	5,48	0,00	-1,06	0,00	0,00	
915	138	141	30,195	8,19	5,48	0,00	0,00	-16,07	16,07	
916	138	141	30,228	8,19	5,48	-1,06	0,00			
917	137	141	30,261	8,12	5,48					
										
919	136	159	30,327	8,05	4,23					
920	136	159	30,360	8,05	4,23	1,06	-1,06			
921	137	160	30,393	8,12	4,16	1,06	-3,18	-16,07	-29,84	
922	137	162	30,426	8,12	4,02	0,00	-3,03	-16,07	34,44	
923	137	163	30,459	8,12	3,96	0,00	-0,91	0,00	29,84	
924	137	163	30,492	8,12	3,96	0,00	-1,06	0,00	-2,30	
925	137	164	30,525	8,12	3,89	0,00	-1,06	-16,07	32,14	
926	137	164	30,558	8,12	3,89	-1,06	1,06	0,00	32,14	
927	136	163	30,591	8,05	3,96	0,00	1,06	32,14	13,77	
928	137	163	30,624	8,12	3,96	1,06	1,97	0,00	29,84	
929	137	161	30,657	8,12	4,09	0,00	3,03	-16,07	2,30	
930	137	160	30,690	8,12	4,16	0,00	2,12	-32,14	-13,77	
931	137	159	30,723	8,12	4,23	-2,12	2,12			
932	135	158	30,756	7,98	4,30					
										
934	138	142	30,822	8,19	5,41					
935	137	142	30,855	8,12	5,41	0,00	1,06			
936	138	141	30,888	8,19	5,48	1,06	1,06	0,00	-16,07	
937	138	141	30,921	8,19	5,48	0,00	0,00	-16,07	-16,07	
938	138	141	30,954	8,19	5,48	0,00	0,00	-16,07	0,00	
939	138	141	30,987	8,19	5,48	-1,06	0,00	0,00	-16,07	
940	137	141	31,020	8,12	5,48	0,00	-1,06			
941	138	142	31,053	8,19	5,41					
										
943	139	144	31,119	8,26	5,27					
944	137	146	31,152	8,12	5,14	-3,18	-16,82			
945	136	160	31,185	8,05	4,16	-1,06	-15,91	64,28	222,68	
946	136	161	31,218	8,05	4,09	1,06	-2,12	32,14	211,20	
947	137	162	31,251	8,12	4,02	1,06	-1,97	-32,14	18,37	
948	137	163	31,284	8,12	3,96	-1,06	-0,91	-16,07	29,84	
949	136	163	31,317	8,05	3,96	0,00	0,00	32,14	13,77	
950	137	163	31,350	8,12	3,96	1,06	0,00	0,00	13,77	
951	137	163	31,383	8,12	3,96	0,00	0,91	-16,07	29,84	
952	137	162	31,416	8,12	4,02	0,00	1,97	0,00	18,37	
953	137	161	31,449	8,12	4,09	0,00	2,12	0,00	2,30	
954	137	160	31,482	8,12	4,16	0,00	2,12	0,00	-16,07	
955	137	159	31,515	8,12	4,23	0,00	1,06	-48,21	-16,07	
956	137	159	31,548	8,12	4,23	-3,18	1,06	0,00	254,82	
957	134	158	31,581	7,91	4,30	0,00	17,88			
958	137	142	31,614	8,12	5,41					
